id,B,G,R,class
68250,62,63,21,2
68251,63,64,22,2
68252,63,64,22,2
68253,62,63,21,2
68254,59,60,20,2
68255,55,56,16,2
68256,52,53,13,2
68257,50,51,11,2
68258,51,52,12,2
68259,52,53,13,2
68260,51,52,12,2
68261,50,51,11,2
68262,52,53,13,2
68263,51,52,12,2
68264,51,52,12,2
68265,53,54,14,2
68266,57,58,18,2
68267,62,63,23,2
68268,67,68,28,2
68269,70,72,30,2
68270,70,71,27,2
68271,70,72,26,2
68272,69,71,25,2
68273,68,70,24,2
68274,68,70,24,2
68275,68,70,24,2
68276,69,71,25,2
68277,69,71,25,2
68278,67,69,23,2
68279,67,69,23,2
68280,67,69,23,2
68281,66,68,22,2
68282,66,68,22,2
68283,66,68,22,2
68284,66,68,22,2
68285,66,68,22,2
68286,64,65,21,2
68287,64,65,21,2
68288,64,65,21,2
68289,64,65,21,2
68290,64,65,21,2
68291,64,65,21,2
68292,64,65,21,2
68293,63,64,20,2
68294,62,63,19,2
68295,62,63,19,2
68296,62,63,19,2
68297,62,63,19,2
68298,61,62,18,2
68299,61,62,18,2
68300,61,62,18,2
68301,60,62,20,2
68302,61,62,22,2
68303,55,59,18,2
68304,46,49,10,2
68305,36,38,2,2
68306,33,34,0,2
68307,36,37,5,2
68308,37,36,8,2
68309,34,33,5,2
68310,37,36,10,2
68311,37,36,10,2
68312,37,36,10,2
68313,37,36,10,2
68314,37,36,8,2
68315,37,36,8,2
68316,37,37,7,2
68317,37,36,8,2
68318,31,32,6,2
68319,32,32,8,2
68320,33,33,9,2
68321,32,31,10,2
68322,28,27,7,2
68323,23,21,3,2
68324,17,17,0,2
68325,14,14,0,2
68326,16,15,1,2
68327,16,14,3,2
68328,16,14,3,2
68329,16,14,3,2
68330,16,14,4,2
68331,16,14,4,2
68332,15,15,3,2
68333,16,14,3,2
68334,20,17,3,2
68335,20,17,2,2
68336,20,17,2,2
68337,20,17,2,2
68338,20,17,2,2
68339,20,17,2,2
68340,20,17,2,2
68341,20,17,2,2
68342,20,17,2,2
68343,20,17,2,2
68344,20,17,2,2
68345,20,17,2,2
68346,20,17,2,2
68347,20,17,2,2
68348,20,17,2,2
68349,20,17,2,2
68350,20,17,2,2
68351,20,17,2,2
68352,20,17,2,2
68353,20,17,2,2
68354,20,18,0,2
68355,20,18,0,2
68356,20,18,0,2
68357,20,18,0,2
68358,20,18,0,2
68359,20,18,0,2
68360,20,17,2,2
68361,20,17,2,2
68362,20,17,3,2
68363,20,17,3,2
68364,20,16,5,2
68365,20,17,2,2
68366,26,22,0,2
68367,39,37,7,2
68368,56,53,22,2
68369,61,59,25,2
68370,56,55,17,2
68371,57,57,17,2
68372,62,60,19,2
68373,59,58,14,2
68374,60,60,14,2
68375,60,59,15,2
68376,61,57,16,2
68377,61,57,16,2
68378,63,55,18,2
68379,63,55,18,2
68380,63,54,20,2
68381,61,55,18,2
68382,60,56,15,2
68383,58,57,13,2
68384,58,57,13,2
68385,61,61,15,2
68386,65,65,19,2
68387,70,70,22,2
68388,77,75,27,2
68389,79,78,28,2
68390,74,71,20,2
68391,77,74,23,2
68392,86,84,30,2
68393,78,76,22,2
68394,103,100,45,2
68395,142,139,84,2
68396,143,141,83,2
68397,147,145,87,2
68398,151,150,92,2
68399,151,150,92,2
68400,152,151,93,2
68401,153,152,94,2
68402,154,153,95,2
68403,155,154,96,2
68404,156,155,99,2
68405,156,155,99,2
68406,157,156,100,2
68407,201,101,129,2
68408,216,117,143,2
68409,210,111,137,2
68410,202,103,129,2
68411,212,114,138,2
68412,185,84,109,2
68413,205,105,127,2
68414,204,104,126,2
68415,208,107,128,2
68416,204,103,124,2
68417,198,97,118,2
68418,206,105,126,2
68419,197,94,109,2
68420,222,111,119,2
68421,226,111,108,2
68422,240,120,108,2
68423,246,127,102,2
68424,243,121,85,2
68425,244,121,77,2
68426,253,132,83,2
68427,255,137,88,2
68428,246,131,86,2
68429,239,127,85,2
68430,231,120,82,2
68431,235,120,87,2
68432,227,107,77,2
68433,246,122,92,2
68434,255,125,95,2
68435,253,124,91,2
68436,251,129,93,2
68437,237,118,79,2
68438,239,118,79,2
68439,252,130,94,2
68440,255,133,99,2
68441,248,124,94,2
68442,244,120,96,2
68443,247,126,107,2
68444,253,132,122,2
68445,172,168,119,2
68446,171,169,121,2
68447,173,171,123,2
68448,177,175,127,2
68449,181,179,131,2
68450,184,182,134,2
68451,185,183,135,2
68452,184,182,134,2
68453,183,181,133,2
68454,182,180,132,2
68455,182,180,132,2
68456,182,180,132,2
68457,182,180,132,2
68458,182,180,132,2
68459,182,180,132,2
68460,182,180,132,2
68461,182,180,132,2
68462,179,179,131,2
68463,179,179,131,2
68464,179,179,131,2
68465,179,179,131,2
68466,179,179,131,2
68467,179,179,131,2
68468,179,179,131,2
68469,179,179,131,2
68470,41,81,79,2
68471,58,99,84,2
68472,32,60,41,2
68473,21,30,10,2
68474,34,41,14,2
68475,45,65,18,2
68476,46,72,18,2
68477,46,67,22,2
68478,53,67,31,2
68479,34,50,26,2
68480,30,39,19,2
68481,34,60,20,2
68482,47,92,43,2
68483,53,105,68,2
68484,36,90,60,2
68485,33,81,55,2
68486,45,98,71,2
68487,29,104,83,2
68488,22,99,78,2
68489,12,64,46,2
68490,39,83,66,2
68491,54,103,83,2
68492,12,57,38,2
68493,18,58,40,2
68494,27,75,57,2
68495,26,86,68,2
68496,41,103,85,2
68497,16,69,49,2
68498,0,48,26,2
68499,13,81,64,2
68500,33,108,94,2
68501,57,114,99,2
68502,25,76,68,2
68503,22,75,62,2
68504,69,122,113,2
68505,40,105,84,2
68506,1,60,32,2
68507,21,62,31,2
68508,33,70,38,2
68509,34,99,73,2
68510,47,119,96,2
68511,35,99,80,2
68512,32,90,72,2
68513,45,96,82,2
68514,25,74,60,2
68515,23,72,58,2
68516,30,73,60,2
68517,42,63,54,2
68518,44,64,52,2
68519,27,67,49,2
68520,32,77,60,2
68521,44,68,56,2
68522,18,24,19,2
68523,179,177,129,2
68524,179,177,129,2
68525,179,177,129,2
68526,178,177,127,2
68527,177,176,126,2
68528,175,174,124,2
68529,173,172,122,2
68530,172,171,121,2
68531,172,171,121,2
68532,173,172,122,2
68533,174,173,123,2
68534,173,172,122,2
68535,173,172,122,2
68536,173,172,122,2
68537,173,172,122,2
68538,173,172,122,2
68539,173,172,122,2
68540,173,172,122,2
68541,173,172,122,2
68542,173,172,122,2
68543,173,172,122,2
68544,173,172,122,2
68545,173,172,122,2
68546,173,172,122,2
68547,173,172,122,2
68548,173,172,122,2
68549,173,172,122,2
68550,16,7,187,2
68551,14,5,185,2
68552,13,4,184,2
68553,13,4,184,2
68554,14,5,185,2
68555,15,6,186,2
68556,16,7,187,2
68557,18,9,190,2
68558,18,9,190,2
68559,18,9,190,2
68560,18,9,190,2
68561,18,9,190,2
68562,17,8,189,2
68563,16,7,188,2
68564,16,7,188,2
68565,15,6,187,2
68566,15,6,187,2
68567,17,8,189,2
68568,17,8,189,2
68569,18,9,190,2
68570,17,8,189,2
68571,17,8,189,2
68572,16,7,188,2
68573,16,7,188,2
68574,16,7,188,2
68575,16,7,188,2
68576,16,7,188,2
68577,16,7,188,2
68578,17,8,189,2
68579,17,8,189,2
68580,17,8,189,2
68581,14,7,188,2
68582,14,7,188,2
68583,14,8,187,2
68584,14,8,187,2
68585,171,170,120,2
68586,171,170,120,2
68587,171,170,120,2
68588,171,170,120,2
68589,171,170,120,2
68590,171,170,120,2
68591,171,170,120,2
68592,171,170,120,2
68593,171,170,120,2
68594,171,170,120,2
68595,171,170,120,2
68596,171,170,120,2
68597,171,170,120,2
68598,171,170,120,2
68599,171,170,120,2
68600,170,169,119,2
68601,168,167,117,2
68602,165,164,114,2
68603,164,163,113,2
68604,164,163,113,2
68605,165,164,114,2
68606,165,164,114,2
68607,165,164,114,2
68608,165,164,114,2
68609,165,164,114,2
68610,165,164,114,2
68611,165,164,114,2
68612,165,164,114,2
68613,165,164,114,2
68614,165,164,114,2
68615,165,164,114,2
68616,165,164,114,2
68617,165,164,114,2
68618,165,164,114,2
68619,165,164,114,2
68620,165,164,114,2
68621,165,164,114,2
68622,165,164,114,2
68623,165,164,114,2
68624,165,164,114,2
68625,165,164,114,2
68626,165,164,114,2
68627,165,164,114,2
68628,165,164,114,2
68629,165,164,114,2
68630,165,164,114,2
68631,165,164,114,2
68632,165,164,114,2
68633,165,164,114,2
68634,165,164,114,2
68635,164,163,113,2
68636,164,163,113,2
68637,255,255,255,2
68638,202,201,163,2
68639,202,201,163,2
68640,201,200,162,2
68641,201,200,162,2
68642,201,200,162,2
68643,201,200,162,2
68644,201,200,162,2
68645,201,200,162,2
68646,201,200,162,2
68647,201,200,162,2
68648,201,200,162,2
68649,201,200,162,2
68650,201,200,162,2
68651,201,200,162,2
68652,201,200,162,2
68653,200,199,161,2
68654,200,199,161,2
68655,200,199,161,2
68656,200,199,161,2
68657,200,199,161,2
68658,200,199,161,2
68659,200,199,161,2
68660,200,199,161,2
68661,202,201,163,2
68662,202,201,163,2
68663,201,200,162,2
68664,201,200,162,2
68665,201,200,162,2
68666,201,200,162,2
68667,201,200,162,2
68668,201,200,162,2
68669,201,200,162,2
68670,201,200,162,2
68671,201,200,162,2
68672,184,153,132,2
68673,189,160,139,2
68674,201,170,149,2
68675,191,162,141,2
68676,182,151,130,2
68677,175,146,125,2
68678,177,146,125,2
68679,176,147,126,2
68680,176,145,124,2
68681,171,142,121,2
68682,169,142,122,2
68683,160,133,113,2
68684,150,123,103,2
68685,146,119,99,2
68686,150,123,103,2
68687,154,127,107,2
68688,153,126,106,2
68689,151,124,104,2
68690,135,108,88,2
68691,139,112,92,2
68692,146,119,99,2
68693,200,199,161,2
68694,200,199,161,2
68695,199,198,160,2
68696,199,198,160,2
68697,199,198,160,2
68698,199,198,160,2
68699,199,198,160,2
68700,199,198,160,2
68701,199,198,160,2
68702,199,198,160,2
68703,58,85,219,2
68704,55,82,216,2
68705,54,81,215,2
68706,56,83,217,2
68707,53,78,212,2
68708,55,80,214,2
68709,56,81,215,2
68710,55,80,214,2
68711,53,78,212,2
68712,53,78,212,2
68713,54,79,213,2
68714,55,80,214,2
68715,58,83,217,2
68716,57,82,216,2
68717,196,194,159,2
68718,196,194,159,2
68719,196,195,157,2
68720,196,195,157,2
68721,196,195,157,2
68722,196,195,157,2
68723,196,195,157,2
68724,196,196,156,2
68725,201,201,161,2
68726,195,196,154,2
68727,187,188,146,2
68728,78,79,35,2
68729,56,57,13,2
68730,61,63,17,2
68731,63,64,20,2
68732,61,63,17,2
68733,60,59,15,2
68734,64,64,18,2
68735,69,69,23,2
68736,73,73,27,2
68737,76,76,30,2
68738,81,81,35,2
68739,87,87,41,2
68740,91,91,43,2
68741,233,189,152,2
68742,232,188,151,2
68743,232,188,151,2
68744,232,187,153,2
68745,232,187,153,2
68746,99,101,49,2
68747,99,100,50,2
68748,100,102,50,2
68749,101,100,49,2
68750,105,104,53,2
68751,104,103,52,2
68752,105,104,53,2
68753,105,106,56,2
68754,95,96,46,2
68755,80,81,31,2
68756,73,74,24,2
68757,76,76,28,2
68758,77,77,29,2
68759,75,77,31,2
68760,76,78,32,2
68761,77,78,34,2
68762,78,79,35,2
68763,79,80,36,2
68764,79,80,36,2
68765,83,83,37,2
68766,83,83,35,2
68767,84,84,36,2
68768,85,85,37,2
68769,84,87,38,2
68770,84,87,38,2
68771,85,87,41,2
68772,85,87,41,2
68773,66,67,23,2
68774,63,64,20,2
68775,60,62,20,2
68776,59,61,19,2
68777,60,61,21,2
68778,60,61,21,2
68779,60,61,22,2
68780,61,62,23,2
68781,62,62,22,2
68782,62,62,22,2
68783,62,62,22,2
68784,62,62,22,2
68785,62,62,22,2
68786,62,62,22,2
68787,62,62,22,2
68788,62,62,22,2
68789,63,63,23,2
68790,62,62,22,2
68791,62,62,22,2
68792,62,62,22,2
68793,61,61,21,2
68794,60,60,20,2
68795,58,58,18,2
68796,58,58,18,2
68797,61,62,20,2
68798,61,62,20,2
68799,61,62,20,2
68800,61,62,20,2
68801,61,62,20,2
68802,62,63,21,2
68803,62,63,21,2
68804,62,63,21,2
68805,64,65,23,2
68806,62,63,21,2
68807,61,62,20,2
68808,61,62,20,2
68809,62,63,21,2
68810,63,64,22,2
68811,63,64,22,2
68812,62,63,21,2
68813,61,63,21,2
68814,57,59,17,2
68815,52,54,12,2
68816,50,52,10,2
68817,51,53,11,2
68818,51,53,11,2
68819,50,52,10,2
68820,49,51,9,2
68821,52,54,12,2
68822,52,54,12,2
68823,53,55,13,2
68824,58,60,18,2
68825,64,66,24,2
68826,68,70,28,2
68827,69,71,29,2
68828,69,71,29,2
68829,69,70,26,2
68830,69,71,25,2
68831,68,70,24,2
68832,68,70,24,2
68833,68,70,24,2
68834,68,70,24,2
68835,68,70,24,2
68836,68,70,24,2
68837,67,69,23,2
68838,67,69,23,2
68839,67,69,23,2
68840,66,68,22,2
68841,66,68,22,2
68842,66,68,22,2
68843,66,68,22,2
68844,66,68,22,2
68845,64,65,21,2
68846,64,65,21,2
68847,64,65,21,2
68848,64,65,21,2
68849,64,65,21,2
68850,63,64,20,2
68851,63,64,20,2
68852,63,64,20,2
68853,62,63,19,2
68854,62,63,19,2
68855,62,63,19,2
68856,61,62,18,2
68857,61,62,18,2
68858,61,62,18,2
68859,61,62,18,2
68860,60,62,20,2
68861,61,62,22,2
68862,51,54,15,2
68863,41,43,7,2
68864,35,37,1,2
68865,35,36,2,2
68866,36,37,5,2
68867,36,35,7,2
68868,35,34,6,2
68869,37,36,10,2
68870,37,36,10,2
68871,37,36,10,2
68872,37,36,10,2
68873,37,36,8,2
68874,37,36,8,2
68875,37,37,7,2
68876,37,37,7,2
68877,30,32,3,2
68878,31,32,6,2
68879,32,33,7,2
68880,33,33,9,2
68881,31,30,9,2
68882,27,26,6,2
68883,22,20,2,2
68884,18,15,0,2
68885,16,16,0,2
68886,16,15,1,2
68887,16,14,3,2
68888,16,14,3,2
68889,16,14,4,2
68890,16,14,4,2
68891,16,14,4,2
68892,16,14,3,2
68893,20,17,3,2
68894,20,17,2,2
68895,20,17,2,2
68896,20,17,2,2
68897,20,17,2,2
68898,20,17,2,2
68899,20,17,2,2
68900,20,17,2,2
68901,20,17,2,2
68902,20,17,2,2
68903,20,17,2,2
68904,20,17,2,2
68905,20,17,2,2
68906,20,17,2,2
68907,20,17,2,2
68908,20,17,2,2
68909,20,17,2,2
68910,20,17,2,2
68911,20,17,2,2
68912,20,17,2,2
68913,20,17,2,2
68914,20,17,2,2
68915,20,18,0,2
68916,20,18,0,2
68917,20,17,2,2
68918,20,17,2,2
68919,20,17,2,2
68920,20,17,2,2
68921,20,17,2,2
68922,20,17,2,2
68923,20,17,3,2
68924,20,18,0,2
68925,29,26,0,2
68926,48,47,13,2
68927,60,58,24,2
68928,59,57,22,2
68929,58,58,18,2
68930,58,59,17,2
68931,60,59,15,2
68932,62,61,17,2
68933,60,59,15,2
68934,60,59,15,2
68935,61,57,16,2
68936,61,57,16,2
68937,62,54,17,2
68938,62,54,17,2
68939,63,54,20,2
68940,61,55,18,2
68941,60,56,15,2
68942,57,57,11,2
68943,59,59,13,2
68944,63,63,17,2
68945,69,69,23,2
68946,74,74,26,2
68947,78,76,28,2
68948,78,77,27,2
68949,74,71,20,2
68950,80,77,26,2
68951,89,87,33,2
68952,89,87,33,2
68953,98,95,40,2
68954,125,122,67,2
68955,146,143,88,2
68956,154,151,96,2
68957,152,151,93,2
68958,153,152,94,2
68959,153,152,94,2
68960,154,153,95,2
68961,155,154,96,2
68962,156,155,97,2
68963,157,156,100,2
68964,157,156,100,2
68965,157,156,100,2
68966,197,98,124,2
68967,199,98,124,2
68968,202,103,129,2
68969,201,102,128,2
68970,190,91,117,2
68971,211,110,135,2
68972,217,116,141,2
68973,200,99,124,2
68974,208,107,132,2
68975,214,113,138,2
68976,197,96,121,2
68977,210,109,134,2
68978,231,129,147,2
68979,201,92,101,2
68980,195,81,81,2
68981,224,107,98,2
68982,244,125,104,2
68983,227,106,74,2
68984,238,117,75,2
68985,255,137,91,2
68986,241,123,74,2
68987,250,138,92,2
68988,230,120,78,2
68989,223,114,76,2
68990,250,138,102,2
68991,221,105,72,2
68992,233,113,78,2
68993,237,113,79,2
68994,243,120,84,2
68995,249,127,91,2
68996,234,114,78,2
68997,233,111,75,2
68998,246,123,89,2
68999,254,130,100,2
69000,247,124,96,2
69001,241,116,95,2
69002,237,115,99,2
69003,241,122,113,2
69004,173,169,120,2
69005,171,169,121,2
69006,174,172,124,2
69007,179,177,129,2
69008,183,181,133,2
69009,185,183,135,2
69010,185,183,135,2
69011,184,182,134,2
69012,183,181,133,2
69013,182,180,132,2
69014,182,180,132,2
69015,182,180,132,2
69016,182,180,132,2
69017,182,180,132,2
69018,182,180,132,2
69019,182,180,132,2
69020,182,180,132,2
69021,179,179,131,2
69022,179,179,131,2
69023,179,179,131,2
69024,179,179,131,2
69025,179,179,131,2
69026,179,179,131,2
69027,179,179,131,2
69028,179,179,131,2
69029,71,97,74,2
69030,69,86,72,2
69031,21,31,19,2
69032,10,26,2,2
69033,32,50,19,2
69034,29,58,25,2
69035,29,62,27,2
69036,50,64,28,2
69037,53,60,23,2
69038,36,56,14,2
69039,39,66,23,2
69040,45,70,26,2
69041,45,70,26,2
69042,52,93,62,2
69043,37,98,78,2
69044,19,101,78,2
69045,32,127,100,2
69046,45,130,102,2
69047,24,98,70,2
69048,16,75,54,2
69049,33,86,72,2
69050,29,82,72,2
69051,24,75,67,2
69052,54,89,79,2
69053,54,84,71,2
69054,30,72,61,2
69055,30,78,60,2
69056,27,66,45,2
69057,25,60,40,2
69058,48,103,88,2
69059,43,106,96,2
69060,51,105,98,2
69061,54,108,103,2
69062,28,72,65,2
69063,32,72,60,2
69064,57,113,90,2
69065,23,85,55,2
69066,10,48,18,2
69067,29,60,29,2
69068,21,79,50,2
69069,11,81,51,2
69070,16,70,53,2
69071,23,73,61,2
69072,33,76,63,2
69073,20,63,50,2
69074,20,63,50,2
69075,31,75,62,2
69076,48,85,75,2
69077,54,92,80,2
69078,36,85,71,2
69079,35,80,63,2
69080,53,86,72,2
69081,27,51,41,2
69082,179,177,129,2
69083,179,177,129,2
69084,179,177,129,2
69085,177,176,126,2
69086,176,175,125,2
69087,174,173,123,2
69088,173,172,122,2
69089,172,171,121,2
69090,172,171,121,2
69091,173,172,122,2
69092,174,173,123,2
69093,173,172,122,2
69094,173,172,122,2
69095,173,172,122,2
69096,173,172,122,2
69097,173,172,122,2
69098,173,172,122,2
69099,173,172,122,2
69100,173,172,122,2
69101,173,172,122,2
69102,173,172,122,2
69103,173,172,122,2
69104,173,172,122,2
69105,173,172,122,2
69106,173,172,122,2
69107,173,172,122,2
69108,173,172,122,2
69109,15,7,184,2
69110,13,4,184,2
69111,12,3,183,2
69112,12,3,183,2
69113,14,5,185,2
69114,15,6,186,2
69115,17,8,188,2
69116,17,8,188,2
69117,17,8,188,2
69118,17,8,189,2
69119,17,8,189,2
69120,17,8,189,2
69121,16,7,188,2
69122,16,7,188,2
69123,15,6,187,2
69124,14,5,186,2
69125,15,6,187,2
69126,16,7,188,2
69127,17,8,189,2
69128,18,9,190,2
69129,17,8,189,2
69130,17,8,189,2
69131,16,7,188,2
69132,16,7,188,2
69133,16,7,188,2
69134,16,7,188,2
69135,16,7,188,2
69136,16,7,188,2
69137,17,8,189,2
69138,17,8,189,2
69139,17,8,189,2
69140,15,8,189,2
69141,14,7,188,2
69142,14,8,187,2
69143,14,8,187,2
69144,171,170,120,2
69145,171,170,120,2
69146,171,170,120,2
69147,171,170,120,2
69148,171,170,120,2
69149,171,170,120,2
69150,171,170,120,2
69151,171,170,120,2
69152,171,170,120,2
69153,171,170,120,2
69154,171,170,120,2
69155,171,170,120,2
69156,171,170,120,2
69157,171,170,120,2
69158,171,170,120,2
69159,170,169,119,2
69160,168,167,117,2
69161,165,164,114,2
69162,164,163,113,2
69163,164,163,113,2
69164,165,164,114,2
69165,165,164,114,2
69166,165,164,114,2
69167,165,164,114,2
69168,165,164,114,2
69169,165,164,114,2
69170,165,164,114,2
69171,165,164,114,2
69172,165,164,114,2
69173,165,164,114,2
69174,165,164,114,2
69175,165,164,114,2
69176,165,164,114,2
69177,165,164,114,2
69178,165,164,114,2
69179,165,164,114,2
69180,165,164,114,2
69181,165,164,114,2
69182,165,164,114,2
69183,165,164,114,2
69184,165,164,114,2
69185,165,164,114,2
69186,165,164,114,2
69187,165,164,114,2
69188,165,164,114,2
69189,165,164,114,2
69190,165,164,114,2
69191,165,164,114,2
69192,165,164,114,2
69193,165,164,114,2
69194,164,163,113,2
69195,164,163,113,2
69196,255,255,255,2
69197,202,201,163,2
69198,202,201,163,2
69199,201,200,162,2
69200,201,200,162,2
69201,201,200,162,2
69202,201,200,162,2
69203,201,200,162,2
69204,201,200,162,2
69205,201,200,162,2
69206,201,200,162,2
69207,201,200,162,2
69208,201,200,162,2
69209,201,200,162,2
69210,201,200,162,2
69211,201,200,162,2
69212,199,198,160,2
69213,199,198,160,2
69214,199,198,160,2
69215,199,198,160,2
69216,199,198,160,2
69217,200,199,161,2
69218,200,199,161,2
69219,200,199,161,2
69220,202,201,163,2
69221,202,201,163,2
69222,202,201,163,2
69223,202,201,163,2
69224,201,200,162,2
69225,201,200,162,2
69226,201,200,162,2
69227,201,200,162,2
69228,201,200,162,2
69229,201,200,162,2
69230,201,200,162,2
69231,188,157,136,2
69232,192,161,140,2
69233,183,152,131,2
69234,163,132,111,2
69235,140,109,88,2
69236,128,97,76,2
69237,131,100,79,2
69238,141,110,89,2
69239,148,117,96,2
69240,149,120,99,2
69241,162,132,113,2
69242,148,121,101,2
69243,134,107,87,2
69244,128,101,81,2
69245,133,106,86,2
69246,142,115,95,2
69247,147,120,100,2
69248,149,122,102,2
69249,155,128,108,2
69250,161,134,114,2
69251,168,141,121,2
69252,200,199,161,2
69253,200,199,161,2
69254,200,199,161,2
69255,199,198,160,2
69256,199,198,160,2
69257,199,198,160,2
69258,199,198,160,2
69259,199,198,160,2
69260,199,198,160,2
69261,199,198,160,2
69262,48,75,209,2
69263,52,79,213,2
69264,56,83,217,2
69265,57,84,218,2
69266,52,77,211,2
69267,51,76,210,2
69268,51,76,210,2
69269,53,78,212,2
69270,55,80,214,2
69271,57,82,216,2
69272,57,82,216,2
69273,56,81,215,2
69274,52,77,211,2
69275,56,81,215,2
69276,196,194,159,2
69277,196,194,159,2
69278,196,195,157,2
69279,196,195,157,2
69280,196,195,157,2
69281,196,196,156,2
69282,196,196,156,2
69283,196,197,155,2
69284,196,197,155,2
69285,189,190,146,2
69286,135,136,92,2
69287,58,60,14,2
69288,60,62,16,2
69289,57,59,13,2
69290,53,55,9,2
69291,62,65,16,2
69292,78,78,30,2
69293,82,82,34,2
69294,88,88,40,2
69295,91,92,42,2
69296,92,92,44,2
69297,94,95,45,2
69298,98,98,50,2
69299,101,102,52,2
69300,233,189,152,2
69301,233,189,152,2
69302,233,189,152,2
69303,233,189,152,2
69304,232,188,151,2
69305,98,100,48,2
69306,98,100,48,2
69307,99,101,49,2
69308,100,99,48,2
69309,104,103,52,2
69310,104,103,52,2
69311,106,105,54,2
69312,108,109,59,2
69313,100,101,51,2
69314,86,87,37,2
69315,80,81,31,2
69316,76,76,28,2
69317,77,77,29,2
69318,75,77,31,2
69319,76,78,32,2
69320,77,78,34,2
69321,78,79,35,2
69322,79,80,36,2
69323,80,82,36,2
69324,83,83,35,2
69325,83,83,35,2
69326,84,84,36,2
69327,85,85,37,2
69328,84,87,38,2
69329,84,87,38,2
69330,85,87,41,2
69331,85,87,41,2
69332,62,63,19,2
69333,63,64,20,2
69334,61,63,21,2
69335,59,61,19,2
69336,59,60,20,2
69337,61,62,22,2
69338,61,62,23,2
69339,60,61,22,2
69340,62,62,22,2
69341,62,62,22,2
69342,62,62,22,2
69343,62,62,22,2
69344,62,62,22,2
69345,62,62,22,2
69346,62,62,22,2
69347,62,62,22,2
69348,63,63,23,2
69349,62,62,22,2
69350,62,62,22,2
69351,62,62,22,2
69352,61,61,21,2
69353,59,59,19,2
69354,58,58,18,2
69355,58,58,18,2
69356,61,62,20,2
69357,61,62,20,2
69358,61,62,20,2
69359,61,62,20,2
69360,61,62,20,2
69361,62,63,21,2
69362,62,63,21,2
69363,62,63,21,2
69364,64,65,23,2
69365,63,64,22,2
69366,61,62,20,2
69367,60,61,19,2
69368,61,62,20,2
69369,62,63,21,2
69370,62,63,21,2
69371,62,63,21,2
69372,62,64,22,2
69373,58,60,18,2
69374,53,55,13,2
69375,50,52,10,2
69376,51,53,11,2
69377,51,53,11,2
69378,50,52,10,2
69379,48,50,8,2
69380,52,54,12,2
69381,52,54,12,2
69382,55,57,15,2
69383,61,63,21,2
69384,69,71,29,2
69385,72,74,32,2
69386,69,71,29,2
69387,66,69,24,2
69388,69,71,25,2
69389,69,71,25,2
69390,68,70,24,2
69391,68,70,24,2
69392,68,70,24,2
69393,68,70,24,2
69394,68,70,24,2
69395,67,69,23,2
69396,67,69,23,2
69397,67,69,23,2
69398,67,69,23,2
69399,66,68,22,2
69400,66,68,22,2
69401,66,68,22,2
69402,66,68,22,2
69403,66,68,22,2
69404,64,65,21,2
69405,64,65,21,2
69406,64,65,21,2
69407,64,65,21,2
69408,64,65,21,2
69409,63,64,20,2
69410,63,64,20,2
69411,63,64,20,2
69412,62,63,19,2
69413,62,63,19,2
69414,61,62,18,2
69415,61,62,18,2
69416,61,62,18,2
69417,61,62,18,2
69418,61,62,18,2
69419,60,62,20,2
69420,61,62,23,2
69421,48,50,14,2
69422,38,40,4,2
69423,36,37,3,2
69424,36,37,5,2
69425,36,36,6,2
69426,35,34,6,2
69427,35,34,6,2
69428,37,36,10,2
69429,37,36,10,2
69430,37,36,10,2
69431,37,36,10,2
69432,37,36,8,2
69433,37,36,8,2
69434,37,37,7,2
69435,37,37,7,2
69436,30,32,3,2
69437,30,32,3,2
69438,31,32,6,2
69439,32,33,7,2
69440,32,32,8,2
69441,30,29,8,2
69442,24,23,3,2
69443,20,18,0,2
69444,16,16,0,2
69445,16,16,0,2
69446,16,15,1,2
69447,16,14,3,2
69448,16,14,3,2
69449,16,14,4,2
69450,16,14,4,2
69451,16,14,3,2
69452,20,17,3,2
69453,20,17,2,2
69454,20,17,2,2
69455,20,17,2,2
69456,20,17,2,2
69457,20,17,2,2
69458,20,17,2,2
69459,20,17,2,2
69460,20,17,2,2
69461,20,17,2,2
69462,20,17,2,2
